"household_id","participant_sex","participant_age","education_level","participant_type_coalesce","loc1_name","household_head_sex","Age_Group","Age_Group2","Womens_Age_Group","Womens_Age_Group2","global_form_id","womens_form_id","I_P_total_crops","I_P_total_important_crops","I_P_staple_area","I_P_total_crop_area","I_P_total_crop_yield","I_P_total_crop_productivity","I_P_simpson","I_VCC1","I_VCC2","I_VCC3","I_VCC4","I_VCC5","I_VCC6","I_AWEAI_asset","I_AWEAI_asset_prop","I_HI_n_income_sources","I_HI_income_diversification","I_HI_self_perception","I_HI_savings","I_HI_have_debt","I_HI_worry_debt","I_HI_transport","I_HDDS","I_HDDS_min","FIES_1","FIES_2","FIES_3","FIES_4","FIES_5","FIES_6","FIES_7","FIES_8","I_FIES_score","I_FIES_prob_moderate","I_FIES_prob_severe","I_FIES_prev_moderate","I_FIES_prev_severe","I_FIES_category"
74,"M",23,"secondary","Beneficiarios","Nance Dulce","M","18 - 25","18 - 30",NA,NA,"uuid:96d454f4-fdd2-435e-9d6e-e3e62f19bcaf",NA,10,3,0.540441176470588,3.9168,3439.0194,878.017616421569,0.141624400001398,NA,NA,NA,NA,NA,NA,NA,NA,1,"Crop farming only",6,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607803661194447,0.045177217923865,NA
130,"M",56,"primary","No Beneficiarios","Guacimal #2","M","55+","51+","26 - 55","31 - 50","uuid:9a68242b-8005-47f4-8f07-1723e4bf7061","uuid:99226d98-8a0e-4e4b-bce1-17abf239115c",5,3,0.584363957597173,3.6224,3427.6388,946.234209363958,0.300050092770469,"equal","equal","equal","moderate","equal","equal",1,1,2,"Crop farming + Off-farm sources",6,0,1,0,0,8,1,1,0,1,1,1,0,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
122,"F",27,"primary","Beneficiarios","Guacimal #2","F","26 - 55","18 - 30","26 - 55","18 - 30","uuid:b486397e-8bf1-487e-8e16-9fd915a3849e","uuid:9b62e0a0-6f93-4927-8431-1a5b1136dc4d",10,3,0.638205499276411,3.3168,2621.8194,790.466534008683,0.122812973733419,"equal","equal","equal","equal","equal","equal",1,1,1,"Crop farming only",7,1,1,1,0,10,1,1,0,0,0,1,0,0,0,2,0.137889493713938,5.61132977749956e-07,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
128,"F",47,"primary","No Beneficiarios","Guacimal #2","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:a3c1a026-7285-4fa9-a352-0aba64ad1e26","uuid:cc1237d3-3856-4891-ad96-61e4ebcf9aa5",1,1,NA,0.2,0,0,NA,"equal","no_reponse","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",6,0,0,0,1,7,1,1,0,1,0,0,0,0,0,2,0.137889493713938,5.61132977749956e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
123,"M",68,"primary","Beneficiarios","Guacimal #2","M","55+","51+","55+","51+","uuid:7c103bd0-12f2-4ccb-9af6-0011caab39b1","uuid:5483fab9-239d-402f-88a7-c72ef0478a86",6,3,0.46865037194474,3.0112,1464.099,486.217786928799,0.132236153646506,"equal","no_reponse","equal","equal","no_reponse","no_reponse",1,1,1,"Crop farming only",6,0,0,0,0,8,1,1,0,1,1,1,1,1,0,6,0.982041642853865,0.0513559964381333,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
126,"M",48,"No_school","Beneficiarios","Guacimal #2","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:78e811b3-0575-47c9-b8e8-8bfd28396425","uuid:4440a179-2173-427c-a118-db0b350b6fac",4,2,0.913674033149171,2.3168,2735.3398,1180.65426450276,0.00825997485629337,"equal","equal","equal","equal","no_reponse","more_than",1,1,1,"Crop farming only",5,0,1,1,1,6,1,1,0,1,1,1,1,1,1,7,0.995303491297153,0.393560803113058,0.607803661194447,0.045177217923865,"Severely Food Insecure"
125,"M",60,"primary","Beneficiarios","Guacimal #2","M","55+","51+","26 - 55","51+","uuid:f148576b-8a67-4ec7-ac4b-2a0d444adf90","uuid:9578911f-58a1-4287-9efb-3f374dee69ef",2,1,1,0.7056,998.8,1415.53287981859,0,"equal","no_reponse","equal","moderate","no_reponse","equal",1,1,2,"Crop farming + Off-farm sources",7,1,1,1,0,7,1,0,1,1,0,0,0,0,0,2,0.137889493713938,5.61132977749956e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
121,"F",54,"primary","Beneficiarios","Guacimal #2","F","26 - 55","51+","26 - 55","51+","uuid:5d46125a-5f64-49e1-a92e-24df950be06e","uuid:6d0cbcfc-7c3a-4600-84fb-6b599fc80560",10,3,0.142857142857143,1.4,1044.1592,745.828,0.0838955634199102,"equal","no_reponse","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",7,1,0,0,1,11,1,1,1,1,0,1,0,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
98,"F",67,"primary","No Beneficiarios","Guacimal #1","F","55+","51+","55+","51+","uuid:ec93a5c7-db3a-4a18-b9cd-049b7277327f","uuid:d182c981-fd65-4077-b2ea-904bf94c3689",8,3,0.46865037194474,3.0112,1974.8796,655.844713071201,0.223640839568105,"more_than","more_than","more_than","equal","no_reponse","more_than",1,1,2,"Crop farming + Off-farm sources",7,1,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0.607803661194447,0.045177217923865,"Food Secure"
94,"M",64,"primary","Beneficiarios","Guacimal #1","M","55+","51+","26 - 55","31 - 50","uuid:9e30011a-7d1d-46a6-88f5-909278478258","uuid:67834d74-6983-46f7-a62a-945c56df5b89",4,3,0.24284140969163,2.9056,735.47,253.121558370044,0.482275874868809,"equal","no_reponse","equal","equal","no_reponse","more_than",1,1,1,"Crop farming only",6,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0.607803661194447,0.045177217923865,"Food Secure"
95,"M",48,"No_school","Beneficiarios","Guacimal #1","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:79004fb2-cd08-426b-8058-45da64e94c4c","uuid:384f5427-f66a-4895-b706-0ccb494e2d82",7,3,0.5,2.4,646.9398,269.55825,0.429085303458878,"little","moderate","equal","equal","equal","equal",1,1,1,"Crop farming only",5,0,1,1,0,8,1,1,1,1,0,1,0,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
135,"F",51,"No_school","Beneficiarios","Los Encuentros","F","26 - 55","51+","26 - 55","51+","uuid:3526e0ee-543a-45ce-be07-f780b960340d","uuid:01e29999-46e4-4f71-8768-3b292d51fe74",12,3,0.306037473976405,2.3056,1032.8194,447.961224843858,0.342282049537058,"equal","equal","equal","equal","equal","equal",1,1,1,"Crop farming only",7,1,0,0,1,5,1,1,0,1,0,1,1,1,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
139,"F",82,"No_school","No Beneficiarios","Los Encuentros","F","55+","51+","55+","51+","uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9","uuid:ee4e4229-d711-4456-8686-340365a5ba72",2,2,0.5,1.4112,1543.6,1093.820861678,0.415494085615577,"moderate","equal","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",6,0,0,0,0,7,1,1,1,1,1,1,0,0,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
137,"F",40,"primary","Beneficiarios","Los Encuentros","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:9bde1a8f-9526-488d-9792-a568c10ec489","uuid:32c78570-a9d0-4d44-a1db-8bcd8e6e7b7a",5,2,0.5,1.4112,1589,1125.99206349206,0.431291831594099,"equal","equal","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",7,1,1,1,0,7,1,1,0,1,0,1,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
143,"F",33,"secondary","Beneficiarios","Los Chavarria","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:495a2d78-cfa6-49d6-90d2-17033382c77f","uuid:6841a1bd-dffa-4c14-a61a-cad92e5c5c01",2,2,0.638205499276411,1.1056,817.2,739.146164978292,0.19777287701816,"equal","no_reponse","equal","equal","no_reponse","equal",1,1,2,"Crop farming + Off-farm sources",6,0,1,1,1,9,1,1,1,1,0,1,0,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
146,"M",80,"No_school","Beneficiarios","Los Chavarria","M","55+","51+","55+","51+","uuid:620ac49b-0cd1-4476-9e96-dd659a6788c6","uuid:0787f8e6-2014-4f54-a50b-3789c4b91c4a",7,3,0.638205499276411,1.1056,1021.398,923.840448625181,0.201534385854102,"equal","equal","no_reponse","equal","no_reponse","no_reponse",1,1,1,"Crop farming only",7,1,0,0,0,8,1,1,1,1,1,1,1,1,0,7,0.995303491297153,0.393560803113058,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
150,"M",66,"primary","No Beneficiarios","Los Chavarria","M","55+","51+","26 - 55","18 - 30","uuid:9c18cc50-a151-40b3-aef0-3af0213df84a","uuid:3b71fc44-2178-452d-9250-4eb9ae35f6c7",4,3,0.389575971731449,1.8112,1384.6796,764.509496466431,0.462560026102741,"equal","equal","equal","equal","moderate","equal",1,1,1,"Crop farming only",7,1,0,0,0,9,1,1,1,1,0,NA,0,NA,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
144,"F",21,"primary","Beneficiarios","Los Chavarria","F","18 - 25","18 - 30","18 - 25","18 - 30","uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d","uuid:6c49c81c-6ec6-4d42-8b42-cd021c603786",4,3,0.25,1.6,229.2675,143.2921875,0.0197177103974714,"equal","equal","equal","equal","moderate","equal",1,1,1,"Crop farming only",7,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0.607803661194447,0.045177217923865,"Food Secure"
56,"M",58,"primary","Beneficiarios","Marías Del Pacon","M","55+","51+","26 - 55","51+","uuid:0fad669d-bc41-4401-8179-e270a827f18e","uuid:68e47377-da68-4fd7-bcb9-399b31a82d38",8,1,1,0.7056,1362,1930.27210884354,0,"little","equal","equal","equal","moderate","equal",1,1,2,"Crop farming + Off-farm sources",7,1,0,0,0,12,1,1,1,1,1,1,1,0,0,6,0.982041642853865,0.0513559964381333,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
54,"M",43,"primary","Beneficiarios","Marías Del Pacon","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:75829d2c-4621-4809-b21e-8d4a9676243a","uuid:f9389e86-404b-404d-8a87-d614e880ed21",5,1,1,2.1168,2951,1394.08541194255,0,"equal","equal","equal","moderate","moderate","equal",1,1,1,"Crop farming only",6,0,1,0,0,10,1,1,0,1,1,1,0,1,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
51,"M",26,"primary","Beneficiarios","Marías Del Pacon","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:91b9f616-0025-417b-a84d-7a6db3c3f958","uuid:250ce185-c102-40d8-b39a-cd4078c32aea",5,3,0.701670644391408,2.0112,1828.2468,909.032816229117,0.0133210123474116,"equal","equal","equal","equal","moderate","equal",1,1,1,"Crop farming only",7,1,0,0,0,6,1,0,0,1,0,0,0,0,0,1,0.0338216507736999,7.32408767079029e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
52,"M",41,"primary","Beneficiarios","Marías Del Pacon","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:249d8c56-081c-402b-a1cc-76493604aca9","uuid:b5cb344f-d3f7-4350-a8af-80841a13c28b",11,3,0.601910828025478,3.5168,2848.8194,810.060111464968,0.141489550978322,"equal","equal","equal","equal","moderate","equal",1,1,1,"Crop farming only",6,0,1,1,0,7,1,1,0,1,1,0,1,1,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
55,"M",58,"primary","Beneficiarios","Marías Del Pacon","M","55+","51+","55+","51+","uuid:984d0660-3ad6-497d-8506-da7a2ee2bf3b","uuid:40b5cab8-1a67-4ae6-99b8-e776e2a4ed34",9,3,0.701670644391408,2.0112,1577.6194,784.416964996022,0.042431081434128,"equal","equal","equal","moderate","moderate","equal",1,1,1,"Crop farming only",7,1,0,0,1,12,1,1,1,1,1,1,1,1,0,7,0.995303491297153,0.393560803113058,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
53,"M",40,"primary","Beneficiarios","Marías Del Pacon","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:69998139-106c-43fc-b5b2-85149e993693","uuid:0702812e-d786-40f3-a134-a01bc5922309",6,3,0.779151943462898,2.7168,2428.825,894.002134864546,0.054817111399578,"equal","equal","equal","equal","equal","equal",1,1,1,"Crop farming only",6,0,1,1,1,8,1,1,0,0,0,0,0,0,0,1,0.0338216507736999,7.32408767079029e-07,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
60,"F",32,"secondary","No Beneficiarios","Marías Del Pacon","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:e927f8a6-3695-4ea0-af0c-5366395367e6","uuid:8a65cca2-38e6-44e9-87f0-a226a5eca219",13,3,0.306037473976405,2.3056,1293.8796,561.189972241499,0.359753627614491,"moderate","little","no_reponse","equal","moderate","no_reponse",1,0.833333333333333,2,"Crop farming + Off-farm sources",6,0,0,0,0,11,1,1,0,1,1,1,1,1,0,6,0.982041642853865,0.0513559964381333,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
57,"F",49,"primary","Beneficiarios","Marías Del Pacon","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:d5335de8-8de6-4817-b2c3-2820d2aa3b8b","uuid:35c451c0-c799-437e-bb21-277c08d1d7ee",13,3,0.585268745852688,2.4112,1902.1811,788.893953218315,0.0868517044302933,"equal","equal","equal","equal","moderate","equal",1,1,2,"Crop farming + Off-farm sources",7,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0.607803661194447,0.045177217923865,"Food Secure"
119,"M",42,"primary","No Beneficiarios","Pintadas","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:74a846c8-da37-4501-8dfa-b432c87efe90","uuid:ac60af4a-c430-4aa0-91e8-248257420a64",3,2,0.5,1.4112,2848.7786,2018.6923185941,0.0541943732527326,"equal","equal","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",6,0,0,0,0,12,1,0,1,1,1,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
116,"M",66,"primary","Beneficiarios","Pintadas","M","55+","51+","55+","51+","uuid:70a351ae-ff1f-407d-a86e-f36159530f30","uuid:ea4c8f3d-57ec-47c4-a7c8-7c48da13eb18",2,2,0.5,1.4112,1271.2,900.793650793651,0.293598308477855,"equal","equal","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",6,0,0,0,0,12,1,1,1,1,0,1,0,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
111,"M",47,"primary","Beneficiarios","Pintadas","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:be3a4aac-5edb-4259-ac9e-cac9bffc697d","uuid:e1c8489f-96cf-4341-9fb1-c5a7f2f5a989",6,2,0.75,2.8224,3223.4,1142.07766439909,0.280983817502832,"equal","no_reponse","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",6,0,1,0,1,12,1,1,1,1,0,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
120,"M",79,"primary","No Beneficiarios","Pintadas","M","55+","51+","55+","51+","uuid:29d36225-5ab5-4b78-9f10-cc2f212988f4","uuid:6206bd99-e9d0-4d5b-ab72-cf066ff951e9",2,2,0.779151943462898,0.9056,1021.4796,1127.95892226148,0.0434620187579351,"equal","no_reponse","equal","moderate","no_reponse","equal",1,1,1,"Crop farming only",6,0,0,0,0,12,1,1,0,1,1,1,0,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
91,"M",45,"no_answer","Beneficiarios","Guacimal #1","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:8dc22454-ceb0-4e38-b728-40923e679dbf",5,2,0.75,2.8224,3268.8,1158.16326530612,0.239270729202794,"equal","no_reponse","equal","moderate","no_reponse","equal",1,1,1,"Crop farming only",7,1,1,0,0,12,1,1,1,1,1,1,1,1,0,7,0.995303491297153,0.393560803113058,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
82,"M",72,"primary","Beneficiarios","Monte Oscuro","M","55+","51+","55+","51+","uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2","uuid:04dcf5d7-507d-42c1-819f-532230eebd09",2,2,0.5,1.4112,1407.4,997.307256235828,0.437355499284378,"equal","equal","equal","equal","equal","equal",1,1,1,"Crop farming only",6,0,1,1,0,12,1,1,0,1,0,1,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
90,"M",84,"no_answer","No Beneficiarios","Monte Oscuro","M","55+","51+","55+","51+","uuid:c5dae52b-27a9-4ac9-b286-f4f88cfc6294","uuid:721e65ca-112c-4e40-b274-c0b8af274b17",5,1,1,0.7056,1044.2,1479.87528344671,0,"equal","equal","equal","moderate","equal","no_reponse",1,1,1,"Crop farming only",7,1,0,0,0,12,1,1,0,1,0,1,0,1,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
83,"M",50,"primary","Beneficiarios","Monte Oscuro","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:3371b338-5a4e-4c7f-a05d-9654df390a3f","uuid:cdb4113c-2cbf-40d8-9954-44c9b7e4c4c8",2,2,0.5,1.4112,1498.2,1061.64965986395,0.477821225884277,"equal","no_reponse","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",6,0,0,0,1,12,1,1,1,1,0,0,0,0,0,3,0.40002725933981,3.37078606016394e-06,0.607803661194447,0.045177217923865,"Mildly Food Insecure"
80,"M",46,"primary","No Beneficiarios","Nance Dulce","M","26 - 55","31 - 50","55+","51+","uuid:1791d608-1f35-4f92-b26a-1cf135b07a33","uuid:9046cd3d-06fe-4b3e-b86c-96827d6500e1",6,2,0.5,0.4,68.0796,170.199,0.450934828169725,"equal","equal","equal","equal","equal","equal",1,1,1,"Crop farming only",7,1,0,0,0,12,1,1,0,1,1,1,1,1,0,6,0.982041642853865,0.0513559964381333,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
71,"M",66,"primary","Beneficiarios","Nance Dulce","M","55+","51+","55+","51+","uuid:22462bd0-e744-4f49-81f9-8cb83c62f629","uuid:95021ab8-0fcf-40e3-af72-3c4c143e6fdd",6,2,0.5,1.4112,1634.4,1158.16326530612,0.461702243445846,"equal","no_reponse","equal","moderate","no_reponse","no_reponse",1,1,1,"Crop farming only",5,0,1,1,0,12,1,1,0,1,0,1,1,1,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
76,"F",54,"primary","Beneficiarios","Nance Dulce","F","26 - 55","51+","26 - 55","31 - 50","uuid:c5c1a0b2-f512-42d2-9ad8-12bed68afe30","uuid:dad2d16f-d79e-488b-a791-2d09e13c21f1",4,2,0.5,1.4112,1543.6,1093.820861678,0.415494085615577,"equal","equal","equal","moderate","equal","equal",1,1,1,"Crop farming only",6,0,1,1,0,11,1,1,0,1,1,1,0,0,0,4,0.726407104847726,6.90146685411452e-05,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
67,"M",35,"secondary","Beneficiarios","Pintadillo","M","26 - 55","31 - 50","18 - 25","18 - 30","uuid:2eebef0d-b87d-4c0a-b614-96e2f6fc90f1","uuid:605d4297-ae74-4b91-b534-c47fb9f2c202",2,2,0.5,1.4112,1078.1378,763.986536281179,0.204813077679274,"equal","equal","equal","moderate","equal","equal",1,1,1,"Crop farming only",7,1,1,0,0,12,1,1,1,1,0,1,0,1,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
70,"M",55,"primary","No Beneficiarios","Pintadillo","M","26 - 55","51+","26 - 55","31 - 50","uuid:952174d5-837a-43e1-8a87-15b840e32828","uuid:1c5d88f9-223b-46bf-a476-2af0cd4b1ee9",2,2,0.779151943462898,0.9056,998.8,1102.91519434629,0.165454909892673,"equal","equal","equal","equal","equal","equal",1,1,1,"Crop farming only",6,0,1,1,1,12,1,1,1,1,1,1,0,1,0,6,0.982041642853865,0.0513559964381333,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
69,"M",52,"primary","No Beneficiarios","Pintadillo","M","26 - 55","51+","26 - 55","31 - 50","uuid:16cf72fb-c895-4f56-b940-37979fdbaaf8","uuid:b041f9bd-bd72-4933-904d-2eaa347030d6",2,2,0.333333333333333,2.1168,1952.2,922.24111866969,0.493492376784233,"equal","equal","equal","equal","no_reponse","equal",1,1,1,"Crop farming only",5,0,1,1,0,12,1,1,0,1,1,1,1,0,0,5,0.921026248640007,0.00223288674455469,0.607803661194447,0.045177217923865,"Moderately Food Insecure"
