"offfarm_rep_number","offfarm_income_name","offfarm_label","offfarm_income_note","off_farm_income_no1","offfarm_year_round","offfarm_month","offfarm_month.apr","offfarm_month.aug","offfarm_month.dec","offfarm_month.feb","offfarm_month.jan","offfarm_month.jul","offfarm_month.jun","offfarm_month.mar","offfarm_month.may","offfarm_month.no_answer","offfarm_month.nov","offfarm_month.oct","offfarm_month.sep","off_farm_income_no3","offfarm_who_control_revenue","offfarm_who_control_revenue.Female_adult","offfarm_who_control_revenue.Female_Child","offfarm_who_control_revenue.Female_Youth","offfarm_who_control_revenue.Male_adult","offfarm_who_control_revenue.Male_Child","offfarm_who_control_revenue.Male_Youth","offfarm_who_control_revenue.no_answer","PARENT_KEY","KEY"
2,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:aba61aeb-88c0-4b17-897e-2ac22d4764c4","uuid:aba61aeb-88c0-4b17-897e-2ac22d4764c4/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
3,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct sep aug jun may jul apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:aba61aeb-88c0-4b17-897e-2ac22d4764c4","uuid:aba61aeb-88c0-4b17-897e-2ac22d4764c4/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[3]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:6ccfd720-a87b-44c5-af01-821c86c82637","uuid:6ccfd720-a87b-44c5-af01-821c86c82637/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan mar feb apr may jul jun aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:6ccfd720-a87b-44c5-af01-821c86c82637","uuid:6ccfd720-a87b-44c5-af01-821c86c82637/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","dec nov sep oct aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:5e6e0caa-2613-450e-acc0-6dcf972afbd5","uuid:5e6e0caa-2613-450e-acc0-6dcf972afbd5/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:5e6e0caa-2613-450e-acc0-6dcf972afbd5","uuid:5e6e0caa-2613-450e-acc0-6dcf972afbd5/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov aug oct sep jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:2aa6dc8b-481a-4d1c-a15b-a78c4b2847de","uuid:2aa6dc8b-481a-4d1c-a15b-a78c4b2847de/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:2aa6dc8b-481a-4d1c-a15b-a78c4b2847de","uuid:2aa6dc8b-481a-4d1c-a15b-a78c4b2847de/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
3,"","",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:2aa6dc8b-481a-4d1c-a15b-a78c4b2847de","uuid:2aa6dc8b-481a-4d1c-a15b-a78c4b2847de/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[3]"
1,"otherfarms","Travaille dans d'autres exploitations",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_Youth",0,0,0,0,0,1,0,"uuid:69a72ef5-91fd-4f25-b5a5-8bee554ef6a8","uuid:69a72ef5-91fd-4f25-b5a5-8bee554ef6a8/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherlabour","Travaille, pas dans une exploitation",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:2ee63580-2d67-4b10-ba98-93c8755b8cc6","uuid:2ee63580-2d67-4b10-ba98-93c8755b8cc6/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherlabour","Travaille, pas dans une exploitation",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:a0ac5cc8-0eaf-4115-810f-c05788442a87","uuid:a0ac5cc8-0eaf-4115-810f-c05788442a87/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherlabour","Travaille, pas dans une exploitation",NA,NA,"Y","jan feb mar apr may jul jun aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:70fba2d8-d4f8-4c97-97ff-d05edf2ff4a7","uuid:70fba2d8-d4f8-4c97-97ff-d05edf2ff4a7/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan mar feb apr may jun aug sep jul oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:68d4052c-958e-40d4-861a-f770398f958a","uuid:68d4052c-958e-40d4-861a-f770398f958a/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherlabour","Travaille, pas dans une exploitation",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:3b60655b-ffd1-4d5d-ac61-d7b3ec229d5a","uuid:3b60655b-ffd1-4d5d-ac61-d7b3ec229d5a/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"other","Autre",NA,NA,"Y","feb jan apr mar may jun jul aug sep oct dec nov",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:72394c7c-fe5e-4d59-9159-f6fbe4001afb","uuid:72394c7c-fe5e-4d59-9159-f6fbe4001afb/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"other","Autre",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:161c63ad-388d-4944-9b61-c7d3ea453e79","uuid:161c63ad-388d-4944-9b61-c7d3ea453e79/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","jan feb mar apr may jun jul sep aug oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_Youth",0,0,0,0,0,1,0,"uuid:0253d802-3725-4c11-9cfb-15d11f2f4774","uuid:0253d802-3725-4c11-9cfb-15d11f2f4774/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherfarms","Travaille dans d'autres exploitations",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"no_answer",0,0,0,0,0,0,1,"uuid:5dcfe76e-b6a1-43f5-abda-bf4fd5853302","uuid:5dcfe76e-b6a1-43f5-abda-bf4fd5853302/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:46787650-969c-4963-b31d-9ebf38706726","uuid:46787650-969c-4963-b31d-9ebf38706726/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_Youth",0,0,0,0,0,1,0,"uuid:f3fac2c0-baf2-447f-8d71-adc696c1e8b1","uuid:f3fac2c0-baf2-447f-8d71-adc696c1e8b1/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherfarms","Travaille dans d'autres exploitations",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"no_answer",0,0,0,0,0,0,1,"uuid:213f3111-685e-41db-a419-7aa6dbed66ce","uuid:213f3111-685e-41db-a419-7aa6dbed66ce/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"otherfarms","Travaille dans d'autres exploitations",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"no_answer",0,0,0,0,0,0,1,"uuid:f47c8ad1-3d91-4b69-917e-ad33e3698480","uuid:f47c8ad1-3d91-4b69-917e-ad33e3698480/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"no_answer",0,0,0,0,0,0,1,"uuid:8601f306-a5ea-4061-a856-35f3056aa508","uuid:8601f306-a5ea-4061-a856-35f3056aa508/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"no_answer","Pas de réponse",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"no_answer",0,0,0,0,0,0,1,"uuid:88e27574-ca21-4799-988f-eb539a1c4ec0","uuid:88e27574-ca21-4799-988f-eb539a1c4ec0/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","no_answer",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:bcf774d9-b318-4deb-9a61-97b47b7347e8","uuid:bcf774d9-b318-4deb-9a61-97b47b7347e8/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"other","Autre",NA,NA,"Y","no_answer",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:c4b02c84-5e7c-45f4-959b-b40d75f69bab","uuid:c4b02c84-5e7c-45f4-959b-b40d75f69bab/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:5db1bf6f-07ec-45b8-89ce-8dd7f21dd230","uuid:5db1bf6f-07ec-45b8-89ce-8dd7f21dd230/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may apr jan mar feb",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:ed8d2b9f-f7c7-4729-950f-19b154d460cd","uuid:ed8d2b9f-f7c7-4729-950f-19b154d460cd/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct sep jul aug jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:ed8d2b9f-f7c7-4729-950f-19b154d460cd","uuid:ed8d2b9f-f7c7-4729-950f-19b154d460cd/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may apr jan feb mar",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:e979352a-8df3-4fde-b17d-586946f55833","uuid:e979352a-8df3-4fde-b17d-586946f55833/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","dec nov oct aug sep jul jun may apr feb jan mar",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:e979352a-8df3-4fde-b17d-586946f55833","uuid:e979352a-8df3-4fde-b17d-586946f55833/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:f4d82254-3743-43a1-aa99-1cd34efad8b2","uuid:f4d82254-3743-43a1-aa99-1cd34efad8b2/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"remittances","Versements (envoi d'argent)",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:f4d82254-3743-43a1-aa99-1cd34efad8b2","uuid:f4d82254-3743-43a1-aa99-1cd34efad8b2/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
3,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Female_adult",1,0,0,0,0,0,0,"uuid:f4d82254-3743-43a1-aa99-1cd34efad8b2","uuid:f4d82254-3743-43a1-aa99-1cd34efad8b2/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[3]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov aug oct sep jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:6795e2ab-5889-4f68-894b-50a66ac58ebb","uuid:6795e2ab-5889-4f68-894b-50a66ac58ebb/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:4034e143-5161-4fd5-9afd-65605568f54b","uuid:4034e143-5161-4fd5-9afd-65605568f54b/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","oct dec nov sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:4034e143-5161-4fd5-9afd-65605568f54b","uuid:4034e143-5161-4fd5-9afd-65605568f54b/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:eb5f3430-e943-4c21-b86b-82b53caae80a","uuid:eb5f3430-e943-4c21-b86b-82b53caae80a/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct sep aug jul jun apr may mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:eb5f3430-e943-4c21-b86b-82b53caae80a","uuid:eb5f3430-e943-4c21-b86b-82b53caae80a/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
1,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","jan feb mar apr may jun jul aug sep oct nov dec",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:eb1c8037-04a8-40e3-9721-0995861f2074","uuid:eb1c8037-04a8-40e3-9721-0995861f2074/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct sep aug jul may jun mar apr feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:eb1c8037-04a8-40e3-9721-0995861f2074","uuid:eb1c8037-04a8-40e3-9721-0995861f2074/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
3,"gov_institution","Travaille pour le gouvernement ou une institution publique",NA,NA,"Y","dec nov oct sep aug jun jul may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult",0,0,0,1,0,0,0,"uuid:eb1c8037-04a8-40e3-9721-0995861f2074","uuid:eb1c8037-04a8-40e3-9721-0995861f2074/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[3]"
1,"ownbusiness","Auto-entrepreneur (boutique, commerçant, chauffeur)",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:5edc7b6c-e7c8-415c-abe8-a042a744d308","uuid:5edc7b6c-e7c8-415c-abe8-a042a744d308/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[1]"
2,"localbusiness","Travaille dans une entreprise locale",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:5edc7b6c-e7c8-415c-abe8-a042a744d308","uuid:5edc7b6c-e7c8-415c-abe8-a042a744d308/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[2]"
3,"remittances","Versements (envoi d'argent)",NA,NA,"Y","dec nov oct sep aug jul jun may apr mar feb jan",1,1,1,1,1,1,1,1,1,0,1,1,1,NA,"Male_adult Female_adult",1,0,0,1,0,0,0,"uuid:5edc7b6c-e7c8-415c-abe8-a042a744d308","uuid:5edc7b6c-e7c8-415c-abe8-a042a744d308/survey_grp/offfarm_income_grp/SECTION_Off_Farm_Income/offfarm_income_repeat[3]"
